CustomerID;Count;Country;State;City;Zip Code;Lat Long;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason;Age;Under 30;Married;Number of Dependents;Quarter;Referred a Friend;Number of Referrals;Offer;Avg Monthly Long Distance Charges;Internet Type;Avg Monthly GB Download;Streaming Music;Unlimited Data;Total Refunds;Total Extra Data Charges;Total Long Distance Charges;Total Revenue;Satisfaction Score;Customer Status;Churn Category;Population
4070-OKWVH;1;United States;California;Mira Loma;91752;33.999992, -117.535395;33,999992;-117,535395;Female;No;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);94,6;5025,8;No;0;57;6212;Not Churned;60;No;Yes;0;Q3;No;0;Offer B;29,23;Fiber Optic;30;No;Yes;0;0;1519,96;6545,76;3;Stayed;Not Churned;18980
2371-KFUOG;1;United States;California;Escondido;92025;33.081478, -117.033814;33,081478;-117,033814;Male;No;No;No;58;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);99,15;5720,95;No;0;26;6409;Not Churned;54;No;No;0;Q3;No;0;Offer B;32,67;Fiber Optic;14;Yes;Yes;0;0;1894,86;7615,81;3;Stayed;Not Churned;49281
2843-CQMEG;1;United States;California;San Diego;92120;32.807867, -117.060993;32,807867;-117,060993;Male;No;No;No;24;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;49,7;1218,25;No;0;38;2911;Not Churned;21;Yes;No;0;Q3;No;0;Offer C;3,72;Cable;59;No;Yes;0;0;89,28;1307,53;3;Stayed;Not Churned;25569
6075-SLNIL;1;United States;California;Desert Center;92239;33.889605, -115.257009;33,889605;-115,257009;Male;No;No;No;38;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);95,1;3691,2;No;0;62;5393;Not Churned;47;No;No;0;Q3;No;0;Offer C;6,71;Fiber Optic;11;Yes;Yes;0;0;254,98;3946,18;3;Stayed;Not Churned;964
2673-CXQEU;1;United States;California;Gardena;90247;33.890853, -118.297967;33,890853;-118,297967;Female;Yes;No;No;56;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;No;Electronic check;110,5;6139,5;No;0;21;4463;Not Churned;73;No;No;0;Q3;No;0;None;47,13;Fiber Optic;29;No;Yes;0;0;2639,28;8778,78;4;Stayed;Not Churned;47758
0191-ZHSKZ;1;United States;California;Hawthorne;90250;33.914775, -118.348083;33,914775;-118,348083;Male;Yes;No;No;30;Yes;No;DSL;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;74,75;2111,3;No;0;55;3033;Not Churned;80;No;No;0;Q3;No;0;None;38,61;DSL;5;No;Yes;0;0;1158,3;3269,6;4;Stayed;Not Churned;93315
8016-NCFVO;1;United States;California;Glendale;91203;34.153338, -118.262974;34,153338;-118,262974;Male;Yes;No;No;55;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;116,5;6382,55;No;0;58;4222;Not Churned;70;No;No;0;Q3;No;0;None;29,3;Fiber Optic;10;No;Yes;0;0;1611,5;7994,05;4;Stayed;Not Churned;14493
8883-GRDWQ;1;United States;California;Stinson Beach;94970;37.921137, -122.657562;37,921137;-122,657562;Male;Yes;No;No;20;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Mailed check;54;1055,9;No;0;20;5090;Not Churned;68;No;No;0;Q3;No;0;None;22,31;DSL;21;No;Yes;0;0;446,2;1502,1;4;Stayed;Not Churned;781
2045-BMBTJ;1;United States;California;South El Monte;91733;34.04622, -118.053753;34,04622;-118,053753;Female;Yes;No;No;33;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);59,45;1884,65;No;0;30;3116;Not Churned;80;No;No;0;Q3;No;0;None;0;DSL;16;No;Yes;0;0;0;1884,65;4;Stayed;Not Churned;45645
8495-LJDFO;1;United States;California;Rancho Santa Margarita;92688;33.624654, -117.611733;33,624654;-117,611733;Female;Yes;No;No;64;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);108,95;7111,3;No;0;26;5780;Not Churned;76;No;No;0;Q3;No;0;None;22,86;Fiber Optic;24;No;Yes;0;0;1463,04;8574,34;4;Stayed;Not Churned;42193
3657-COGMW;1;United States;California;San Luis Obispo;93405;35.236549, -120.727344;35,236549;-120,727344;Female;Yes;No;No;52;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);108,1;5839,3;No;0;69;4251;Not Churned;76;No;No;0;Q3;No;0;None;11,01;Fiber Optic;18;No;Yes;0;0;572,52;6411,82;4;Stayed;Not Churned;31982
8024-XNAFQ;1;United States;California;Isleton;95641;38.154823, -121.601358;38,154823;-121,601358;Female;Yes;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);107,4;7748,75;No;0;56;5294;Not Churned;66;No;No;0;Q3;No;0;None;31,31;Fiber Optic;18;Yes;Yes;0;0;2254,32;10003,07;4;Stayed;Not Churned;2010
6734-FQAJX;1;United States;California;Somerset;95684;38.606703, -120.586659;38,606703;-120,586659;Male;Yes;No;No;67;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;105,05;7171,7;No;0;49;4143;Not Churned;65;No;No;0;Q3;No;0;None;34,23;Fiber Optic;11;Yes;Yes;0;0;2293,41;9465,11;4;Stayed;Not Churned;2958
6865-JZNKO;1;United States;California;Los Angeles;90027;34.127194, -118.295647;34,127194;-118,295647;Female;No;No;No;30;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);55,3;1530,6;No;0;65;2725;Not Churned;25;Yes;No;0;Q3;No;0;None;19,41;Cable;27;No;Yes;0;0;582,3;2112,9;4;Stayed;Not Churned;48727
6067-NGCEU;1;United States;California;Topanga;90290;34.115192, -118.61017;34,115192;-118,61017;Female;No;No;No;65;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);111,05;7107;No;0;38;5261;Not Churned;50;No;No;0;Q3;No;0;None;41,78;Fiber Optic;14;Yes;Yes;0;0;2715,7;9822,7;4;Stayed;Not Churned;5451
7850-VWJUU;1;United States;California;Lakewood;90715;33.841027, -118.078097;33,841027;-118,078097;Female;No;No;No;23;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75;1778,5;No;0;29;2221;Not Churned;37;No;No;0;Q3;No;0;None;24,04;Fiber Optic;22;No;Yes;0;0;552,92;2331,42;4;Stayed;Not Churned;20890
2977-CEBSX;1;United States;California;Coachella;92236;33.680031, -116.171678;33,680031;-116,171678;Female;No;No;No;66;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);90,05;5965,95;No;0;74;5813;Not Churned;61;No;No;0;Q3;No;0;None;13,28;DSL;24;Yes;Yes;0;0;876,48;6842,43;4;Stayed;Not Churned;23170
8208-EUMTE;1;United States;California;Villa Park;92861;33.817473, -117.810462;33,817473;-117,810462;Male;No;No;No;16;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;54,85;916,15;No;0;40;2136;Not Churned;45;No;No;0;Q3;No;0;None;0;DSL;27;No;Yes;0;0;0;916,15;4;Stayed;Not Churned;5935
3551-GAEGL;1;United States;California;Oakhurst;93644;37.648647, -119.231447;37,648647;-119,231447;Male;No;Yes;No;34;No;No phone service;DSL;Yes;No;No;No;No;No;One year;No;Bank transfer (automatic);30,4;938,65;No;0;33;4697;Not Churned;23;Yes;Yes;0;Q3;No;0;None;0;DSL;42;No;Yes;0;0;0;938,65;4;Stayed;Not Churned;8521
6916-HIJSE;1;United States;California;Fresno;93725;36.623632, -119.741322;36,623632;-119,741322;Female;No;No;No;65;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);84,85;5459,2;No;0;75;5434;Not Churned;57;No;No;0;Q3;No;0;None;41,74;Cable;17;Yes;Yes;0;0;2713,1;8172,3;4;Stayed;Not Churned;21010
4079-WWQQQ;1;United States;California;San Francisco;94116;37.74441, -122.486764;37,74441;-122,486764;Male;No;No;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);65,55;4807,45;No;0;24;4266;Not Churned;45;No;No;0;Q3;No;0;None;0;Cable;10;Yes;Yes;0;0;0;4807,45;4;Stayed;Not Churned;42959
0851-DFJKB;1;United States;California;Concord;94518;37.950248, -122.022455;37,950248;-122,022455;Female;No;No;No;15;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;58,95;955,15;No;0;55;4497;Not Churned;57;No;No;0;Q3;No;0;None;30,54;DSL;11;No;Yes;0;0;458,1;1413,25;4;Stayed;Not Churned;27394
5478-JJVZK;1;United States;California;Fair Oaks;95628;38.652065, -121.25441;38,652065;-121,25441;Female;No;No;No;33;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;60,9;2033,85;No;0;36;3009;Not Churned;38;No;No;0;Q3;No;0;None;15,69;DSL;24;No;Yes;0;0;517,77;2551,62;4;Stayed;Not Churned;40750
9480-BQJEI;1;United States;California;Sacramento;95837;38.691607, -121.602284;38,691607;-121,602284;Male;No;No;No;62;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;Yes;Bank transfer (automatic);92,3;5731,45;No;0;58;6468;Not Churned;35;No;No;0;Q3;No;0;None;24,35;Fiber Optic;16;Yes;Yes;0;0;1509,7;7241,15;4;Stayed;Not Churned;264
5930-GBIWP;1;United States;California;Doyle;96109;40.012675, -120.101857;40,012675;-120,101857;Male;No;No;No;69;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);81,5;5553,25;No;0;45;5286;Not Churned;46;No;No;0;Q3;No;0;None;3,24;Cable;26;Yes;Yes;0;0;223,56;5776,81;4;Stayed;Not Churned;1177
6959-GQEGV;1;United States;California;Canoga Park;91303;34.19829, -118.602203;34,19829;-118,602203;Male;No;No;No;45;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;75,95;3273,8;No;0;28;2185;Not Churned;61;No;No;0;Q3;No;0;None;10,36;DSL;6;Yes;Yes;0;0;466,2;3740;4;Stayed;Not Churned;23519
7873-CVMAW;1;United States;California;Van Nuys;91405;34.202494, -118.448048;34,202494;-118,448048;Male;No;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);88,55;6362,35;No;0;32;6468;Not Churned;61;No;No;0;Q3;No;0;None;46,1;DSL;27;Yes;Yes;0;0;3319,2;9681,55;4;Stayed;Not Churned;51348
4524-QCSSM;1;United States;California;Encino;91436;34.152875, -118.486056;34,152875;-118,486056;Male;No;No;No;26;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);44,65;1156,55;No;0;33;4512;Not Churned;39;No;No;0;Q3;No;0;None;0;DSL;6;Yes;Yes;0;0;0;1156,55;4;Stayed;Not Churned;13129
3638-VBZTA;1;United States;California;Baldwin Park;91706;34.098275, -117.967399;34,098275;-117,967399;Male;No;No;No;68;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);86,5;5882,75;No;0;45;4280;Not Churned;62;No;No;0;Q3;No;0;None;11,5;DSL;29;Yes;Yes;0;0;782;6664,75;4;Stayed;Not Churned;76890
0017-DINOC;1;United States;California;Rancho Santa Fe;92091;32.99356, -117.207121;32,99356;-117,207121;Male;No;No;No;54;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Two year;No;Credit card (automatic);45,2;2460,55;No;0;54;5435;Not Churned;47;No;No;0;Q3;No;0;None;0;Cable;10;No;Yes;0;0;0;2460,55;4;Stayed;Not Churned;1072
7707-PYBBH;1;United States;California;Lucerne Valley;92356;34.508417, -116.856103;34,508417;-116,856103;Male;No;No;No;40;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;61,9;2647,1;No;0;52;2520;Not Churned;49;No;No;0;Q3;No;0;None;36,98;DSL;21;No;Yes;0;0;1479,2;4126,3;4;Stayed;Not Churned;5256
8220-OCUFY;1;United States;California;Perris;92571;33.828289, -117.201666;33,828289;-117,201666;Female;No;No;No;21;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Electronic check;60,25;1258,35;No;0;25;4870;Not Churned;30;No;No;0;Q3;No;0;None;7,41;DSL;51;No;Yes;0;0;155,61;1413,96;4;Stayed;Not Churned;26357
7951-VRDVK;1;United States;California;Laguna Hills;92653;33.606899, -117.717854;33,606899;-117,717854;Female;No;No;No;36;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);85,85;3003,55;No;0;64;4898;Not Churned;26;Yes;No;0;Q3;No;0;None;13,9;Cable;73;Yes;No;0;0;500,4;3503,95;4;Stayed;Not Churned;48273
6177-PEVRA;1;United States;California;Corcoran;93212;36.04533, -119.532424;36,04533;-119,532424;Female;No;No;No;48;Yes;No;DSL;Yes;Yes;No;No;No;No;Two year;No;Credit card (automatic);55,5;2627,35;No;0;48;4975;Not Churned;58;No;No;0;Q3;No;0;None;13,03;DSL;5;No;Yes;0;0;625,44;3252,79;4;Stayed;Not Churned;23506
8314-DPQHL;1;United States;California;Auberry;93602;36.991762, -119.242874;36,991762;-119,242874;Male;No;No;No;9;No;No phone service;DSL;Yes;No;Yes;Yes;No;Yes;One year;No;Mailed check;50,8;463,6;No;0;47;5535;Not Churned;61;No;No;0;Q3;No;0;None;0;DSL;14;Yes;Yes;0;0;0;463,6;4;Stayed;Not Churned;3464
1550-EENBN;1;United States;California;Concord;94519;37.990118, -122.012188;37,990118;-122,012188;Female;No;No;No;31;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;104,35;3205,6;No;0;78;5320;Not Churned;23;Yes;No;0;Q3;No;0;None;45,71;Fiber Optic;58;Yes;Yes;0;0;1417,01;4622,61;4;Stayed;Not Churned;18650
7274-CGTOD;1;United States;California;San Geronimo;94963;38.00474, -122.663717;38,00474;-122,663717;Male;No;No;No;62;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);43,7;2618,3;No;0;58;5254;Not Churned;21;Yes;No;0;Q3;No;0;None;0;DSL;51;No;Yes;0;0;0;2618,3;4;Stayed;Not Churned;548
3948-KXDUF;1;United States;California;Los Gatos;95033;37.160194, -121.945611;37,160194;-121,945611;Male;No;No;No;66;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);68,75;4447,55;No;0;60;5454;Not Churned;64;No;No;0;Q3;No;0;None;20,52;Cable;10;No;Yes;0;0;1354,32;5801,87;4;Stayed;Not Churned;10172
1023-BQXZE;1;United States;California;Stockton;95203;37.954089, -121.329761;37,954089;-121,329761;Male;No;No;No;57;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);74,35;4317,35;No;0;71;5548;Not Churned;30;No;No;0;Q3;No;0;None;24,67;DSL;42;Yes;Yes;0;0;1406,19;5723,54;4;Stayed;Not Churned;16357
3170-GWYKC;1;United States;California;Vernalis;95385;37.609095, -121.263381;37,609095;-121,263381;Female;No;No;No;60;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);104,95;6236,75;No;0;62;5926;Not Churned;30;No;No;0;Q3;No;0;None;22,88;Fiber Optic;48;Yes;Yes;0;0;1372,8;7609,55;4;Stayed;Not Churned;274
6203-HBZPA;1;United States;California;Forestville;95436;38.499302, -122.92444;38,499302;-122,92444;Male;No;No;No;52;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);63,9;3334,95;No;0;36;5380;Not Churned;57;No;No;0;Q3;No;0;None;0;DSL;18;Yes;Yes;0;0;0;3334,95;4;Stayed;Not Churned;6216
4139-JPIAM;1;United States;California;Geyserville;95441;38.731771, -123.064272;38,731771;-123,064272;Male;No;No;No;51;No;No phone service;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);44,45;2181,55;No;0;62;6087;Not Churned;31;No;No;0;Q3;No;0;None;0;DSL;2;Yes;Yes;0;0;0;2181,55;4;Stayed;Not Churned;2349
9786-IJYDL;1;United States;California;Redway;95560;40.142256, -123.852927;40,142256;-123,852927;Female;No;No;No;35;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;113,2;3914,05;No;0;76;5723;Not Churned;49;No;No;0;Q3;No;0;None;30,5;Fiber Optic;8;Yes;Yes;0;0;1067,5;4981,55;4;Stayed;Not Churned;1851
9513-DXHDA;1;United States;California;Auburn;95603;38.912881, -121.082766;38,912881;-121,082766;Male;No;No;No;27;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;81,7;2212,55;No;0;39;2445;Not Churned;58;No;No;0;Q3;No;0;None;49,25;DSL;4;Yes;Yes;0;0;1329,75;3542,3;4;Stayed;Not Churned;24944
1867-TJHTS;1;United States;California;Sacramento;95817;38.550722, -121.457314;38,550722;-121,457314;Female;No;No;No;58;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79,8;4526,85;No;0;78;5709;Not Churned;47;No;No;0;Q3;No;0;None;22,71;Fiber Optic;14;No;Yes;0;0;1317,18;5844,03;4;Stayed;Not Churned;14966
2452-SNHFZ;1;United States;California;Elk Creek;95939;39.53222, -122.594879;39,53222;-122,594879;Female;No;No;No;47;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);75,45;3545,1;No;0;66;4995;Not Churned;19;Yes;No;0;Q3;No;0;None;48,03;Fiber Optic;69;No;Yes;0;0;2257,41;5802,51;4;Stayed;Not Churned;587
7966-YOTQW;1;United States;California;Nubieber;96068;41.082472, -121.195215;41,082472;-121,195215;Male;No;No;No;10;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);54,5;568,2;No;0;59;4163;Not Churned;29;Yes;No;0;Q3;No;0;None;33,98;DSL;59;No;Yes;0;0;339,8;908;4;Stayed;Not Churned;240
8879-ZKJOF;1;United States;California;Gardena;90249;33.90139, -118.315697;33,90139;-118,315697;Female;No;No;No;41;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);79,85;3320,75;No;0;48;5556;Not Churned;57;No;No;0;Q3;No;0;None;38,21;DSL;5;Yes;Yes;0;0;1566,61;4887,36;4;Stayed;Not Churned;26442
5206-HPJKM;1;United States;California;Valencia;91354;34.457005, -118.573726;34,457005;-118,573726;Male;No;No;No;17;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);55,5;934,15;No;0;38;3190;Not Churned;64;No;No;0;Q3;No;0;None;33,68;DSL;14;No;Yes;0;0;572,56;1506,71;4;Stayed;Not Churned;17846
3038-PQIUY;1;United States;California;Dulzura;91917;32.622999, -116.687855;32,622999;-116,687855;Female;No;No;No;38;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);66,15;2522,4;No;0;78;4933;Not Churned;39;No;No;0;Q3;No;0;None;20,14;DSL;13;No;Yes;0;0;765,32;3287,72;4;Stayed;Not Churned;727
9822-WMWVG;1;United States;California;Grand Terrace;92313;34.029175, -117.307211;34,029175;-117,307211;Female;No;No;No;41;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;106,5;4282,4;No;0;75;4434;Not Churned;20;Yes;No;0;Q3;No;0;None;36,7;Fiber Optic;59;No;Yes;0;0;1504,7;5787,1;4;Stayed;Not Churned;11024
4324-AHJKS;1;United States;California;Buttonwillow;93206;35.451402, -119.488413;35,451402;-119,488413;Female;No;No;No;5;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);55,8;300,4;No;0;23;5104;Not Churned;42;No;No;0;Q3;No;0;None;24,83;DSL;26;No;Yes;0;0;124,15;424,55;4;Stayed;Not Churned;2078
6194-HBGQN;1;United States;California;Taft;93268;35.184837, -119.402525;35,184837;-119,402525;Male;No;No;No;51;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);81,15;4126,2;No;0;56;4549;Not Churned;22;Yes;No;0;Q3;No;0;None;34,75;Cable;59;No;Yes;0;0;1772,25;5898,45;4;Stayed;Not Churned;14937
2987-BJXIK;1;United States;California;Tulare;93274;36.185471, -119.375243;36,185471;-119,375243;Female;No;No;No;70;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Mailed check;84,7;5991,05;No;0;45;4180;Not Churned;44;No;No;0;Q3;No;0;None;16,93;DSL;10;Yes;Yes;0;0;1185,1;7176,15;4;Stayed;Not Churned;56101
9473-CBZOP;1;United States;California;Avila Beach;93424;35.186644, -120.728305;35,186644;-120,728305;Female;No;No;No;28;Yes;Yes;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;59;1654,45;No;0;67;4891;Not Churned;35;No;No;0;Q3;No;0;None;33,05;Cable;7;No;Yes;0;0;925,4;2579,85;4;Stayed;Not Churned;812
5574-NXZIU;1;United States;California;Los Alamos;93440;34.758699, -120.275839;34,758699;-120,275839;Male;No;No;No;63;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);109,2;7049,75;No;0;33;4273;Not Churned;36;No;No;0;Q3;No;0;None;13,14;Fiber Optic;17;Yes;Yes;0;0;827,82;7877,57;4;Stayed;Not Churned;1328
0829-XXPLX;1;United States;California;Cutler;93615;36.497895, -119.285484;36,497895;-119,285484;Female;No;No;No;20;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);89,4;1871,15;No;0;68;2098;Not Churned;48;No;No;0;Q3;No;0;None;30,52;Fiber Optic;21;No;Yes;0;0;610,4;2481,55;4;Stayed;Not Churned;5519
7998-WNZEM;1;United States;California;San Francisco;94131;37.746699, -122.442833;37,746699;-122,442833;Male;No;No;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);80,6;5708,2;No;0;47;5447;Not Churned;51;No;No;0;Q3;No;0;None;12,27;DSL;21;Yes;Yes;0;0;871,17;6579,37;4;Stayed;Not Churned;27906
0565-JUPYD;1;United States;California;Benicia;94510;38.113533, -122.11926;38,113533;-122,11926;Male;No;No;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;One year;No;Credit card (automatic);104,5;6590,8;No;0;43;4908;Not Churned;26;Yes;No;0;Q3;No;0;None;21,45;Fiber Optic;85;No;Yes;0;0;1351,35;7942,15;4;Stayed;Not Churned;25578
6333-YDVLT;1;United States;California;Oakland;94607;37.80707, -122.297401;37,80707;-122,297401;Male;No;No;No;65;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);110;7138,65;No;0;78;6351;Not Churned;61;No;No;0;Q3;No;0;None;33,11;Fiber Optic;10;Yes;Yes;0;0;2152,15;9290,8;4;Stayed;Not Churned;21054
3969-GYXEL;1;United States;California;Berkeley;94708;37.897743, -122.263124;37,897743;-122,263124;Female;No;No;No;11;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;76,4;838,7;No;0;41;4033;Not Churned;46;No;No;0;Q3;No;0;None;36,52;Fiber Optic;20;No;Yes;0;0;401,72;1240,42;4;Stayed;Not Churned;10737
3134-DSHVC;1;United States;California;Stockton;95205;37.965695, -121.260051;37,965695;-121,260051;Female;No;No;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;No;Credit card (automatic);98;6218,45;No;0;75;5989;Not Churned;49;No;No;0;Q3;No;0;None;23,62;Fiber Optic;21;No;Yes;0;0;1488,06;7706,51;4;Stayed;Not Churned;34138
5172-RKOCB;1;United States;California;Piercy;95587;39.955587, -123.681175;39,955587;-123,681175;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108,95;7875;No;0;21;5758;Not Churned;28;Yes;Yes;0;Q3;No;0;None;21,26;Fiber Optic;53;Yes;Yes;0;0;1530,72;9405,72;4;Stayed;Not Churned;200
9518-IMLHK;1;United States;California;Sacramento;95820;38.53508, -121.444144;38,53508;-121,444144;Male;No;No;No;31;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);72,45;2156,25;No;0;77;3175;Not Churned;48;No;No;0;Q3;No;0;None;41,23;DSL;27;No;Yes;0;0;1278,13;3434,38;4;Stayed;Not Churned;37031
0584-BJQGZ;1;United States;California;Taylorsville;95983;40.053684, -120.743116;40,053684;-120,743116;Female;No;No;No;25;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);78,35;1837,9;No;0;63;4855;Not Churned;19;Yes;No;0;Q3;No;0;None;28,05;Cable;85;No;Yes;0;0;701,25;2539,15;4;Stayed;Not Churned;513
0931-MHTEM;1;United States;California;Big Bar;96010;40.775272, -123.287414;40,775272;-123,287414;Female;No;No;No;54;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);100,05;5299,65;No;0;69;4478;Not Churned;36;No;No;0;Q3;No;0;None;34,27;Fiber Optic;20;Yes;Yes;0;0;1850,58;7150,23;4;Stayed;Not Churned;269
8404-VIOMB;1;United States;California;Lakehead;96051;40.883853, -122.418258;40,883853;-122,418258;Female;No;No;No;66;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);62,5;4136,4;No;0;57;4165;Not Churned;52;No;No;0;Q3;No;0;None;0;DSL;15;Yes;Yes;0;0;0;4136,4;4;Stayed;Not Churned;1236
5092-STPKP;1;United States;California;Platina;96076;40.367964, -122.937379;40,367964;-122,937379;Female;No;No;No;24;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);56,35;1381,2;No;0;42;5128;Not Churned;45;No;No;0;Q3;No;0;None;30,18;DSL;4;No;Yes;0;0;724,32;2105,52;4;Stayed;Not Churned;215
0930-EHUZA;1;United States;California;Calpine;96124;39.672813, -120.456699;39,672813;-120,456699;Female;No;No;No;36;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Mailed check;76,35;2606,35;No;0;38;4771;Not Churned;33;No;No;0;Q3;No;0;None;44,87;Cable;8;No;Yes;0;0;1615,32;4221,67;5;Stayed;Not Churned;322
